None,Pre,Diab,Meas,Mes2,L1,L2,L3,E1,E2,B1,B2
86.34364692948013,34.363502575423105,0.819672131147541,LogisticRegression,lr,61,31,8,SMOTE,all,121.52682163605077,35.18317470657065
89.49465996544683,0.0,45.26277724204436,LogisticRegression,lr,71,1,28,SMOTE,all,134.7574372074912,45.26277724204436
94.5009423590388,0.0,28.86933461909354,LogisticRegression,lr,71,11,18,SMOTE,all,123.37027697813234,28.86933461909354
95.72600910947071,11.479028697571744,2.844744455159113,LogisticRegression,lr,71,21,8,SMOTE,all,110.04978226220157,14.323773152730856
95.86147322129732,0.0,23.348601735776278,LogisticRegression,lr,81,1,18,SMOTE,all,119.21007495707359,23.348601735776278
99.2578922569499,0.44150110375275936,4.544358727097396,LogisticRegression,lr,81,11,8,SMOTE,all,104.24375208780006,4.985859830850156
99.64268886445737,0.0,2.953230472516876,LogisticRegression,lr,91,1,8,SMOTE,all,102.59591933697423,2.953230472516876
0.0,0.0,100.0,RidgeClassifier,ridge,1,1,98,SMOTE,all,100.0,100.0
0.0,0.0,100.0,RidgeClassifier,ridge,1,11,88,SMOTE,all,100.0,100.0
0.0,3.164091243561442,99.48167791706847,RidgeClassifier,ridge,1,21,78,SMOTE,all,102.64576916062991,102.64576916062991
0.0,14.348785871964681,95.85342333654773,RidgeClassifier,ridge,1,31,68,SMOTE,all,110.20220920851243,110.20220920851243
0.0,37.74834437086093,83.0400192864031,RidgeClassifier,ridge,1,41,58,SMOTE,all,120.78836365726401,120.78836365726401
0.0,66.22516556291392,55.70154291224687,RidgeClassifier,ridge,1,51,48,SMOTE,all,121.92670847516078,121.92670847516078
0.0,87.49080206033848,26.759884281581485,RidgeClassifier,ridge,1,61,38,SMOTE,all,114.25068634191997,114.25068634191997
0.0,96.83590875643856,7.027483124397301,RidgeClassifier,ridge,1,71,28,SMOTE,all,103.86339188083586,103.86339188083586
0.0,99.85283296541574,0.1325940212150434,RidgeClassifier,ridge,1,81,18,SMOTE,all,99.9854269866308,99.9854269866308
0.0,100.0,0.0,RidgeClassifier,ridge,1,91,8,SMOTE,all,100.0,100.0
14.881419820951782,0.0,99.26470588235294,RidgeClassifier,ridge,11,1,88,SMOTE,all,114.14612570330473,99.26470588235294
20.164520182189413,0.0,98.8066538090646,RidgeClassifier,ridge,11,11,78,SMOTE,all,118.971173991254,98.8066538090646
25.037301711952253,0.515084621044886,98.21600771456124,RidgeClassifier,ridge,11,21,68,SMOTE,all,123.76839404755837,98.73109233560612
20.382440709910476,13.09786607799853,94.00916104146577,RidgeClassifier,ridge,11,31,58,SMOTE,all,127.48946782937477,107.10702711946429
9.810350243442752,44.5916114790287,74.63837994214079,RidgeClassifier,ridge,11,41,48,SMOTE,all,129.04034166461224,119.22999142116947
4.311292602481545,80.0588668138337,37.60848601735776,RidgeClassifier,ridge,11,51,38,SMOTE,all,121.97864543367301,117.66735283119148
2.3735668289618346,95.51140544518027,9.691417550626808,RidgeClassifier,ridge,11,61,28,SMOTE,all,107.57638982476891,105.20282299580708
1.5627454059996857,99.77924944812362,0.37367405978784957,RidgeClassifier,ridge,11,71,18,SMOTE,all,101.71566891391114,100.15292350791147
1.2564787183917072,99.92641648270786,0.0,RidgeClassifier,ridge,11,81,8,SMOTE,all,101.18289520109957,99.92641648270786
36.449662321344434,0.0,96.75747348119576,RidgeClassifier,ridge,21,1,78,SMOTE,all,133.20713580254017,96.75747348119576
41.45005497094393,0.0,95.52796528447445,RidgeClassifier,ridge,21,11,68,SMOTE,all,136.97802025541836,95.52796528447445
46.83720747604838,0.07358351729212656,93.99710703953713,RidgeClassifier,ridge,21,21,58,SMOTE,all,140.90789803287765,94.07069055682926
49.546489712580495,9.565857247976453,87.66875602700097,RidgeClassifier,ridge,21,31,48,SMOTE,all,146.78110298755792,97.2346132749774
42.56910632951154,50.18395879323032,56.19575699132112,RidgeClassifier,ridge,21,41,38,SMOTE,all,148.948822114063,106.37971578455145
32.8785142139155,83.81162619573216,16.092092574734814,RidgeClassifier,ridge,21,51,28,SMOTE,all,132.78223298438246,99.90371877046698
25.63805559918329,93.67181751287713,0.9281581485053039,RidgeClassifier,ridge,21,61,18,SMOTE,all,120.23803126056572,94.59997566138243
20.794722789382757,95.73215599705665,0.0,RidgeClassifier,ridge,21,71,8,SMOTE,all,116.52687878643941,95.73215599705665
50.82849065493953,0.0,92.59884281581485,RidgeClassifier,ridge,31,1,68,SMOTE,all,143.42733347075438,92.59884281581485
56.13907648814198,0.0,90.06750241080039,RidgeClassifier,ridge,31,11,58,SMOTE,all,146.20657889894235,90.06750241080039
61.433956337364535,0.07358351729212656,86.54773384763742,RidgeClassifier,ridge,31,21,48,SMOTE,all,148.05527370229407,86.62131736492955
65.14645830061254,14.56953642384106,73.93924783027965,RidgeClassifier,ridge,31,31,38,SMOTE,all,153.65524255473323,88.50878425412071
58.79927752473692,60.41206769683591,27.483124397299903,RidgeClassifier,ridge,31,41,28,SMOTE,all,146.69446961887274,87.89519209413581
49.28341448091723,80.0588668138337,1.796046287367406,RidgeClassifier,ridge,31,51,18,SMOTE,all,131.13832758211834,81.8549131012011
40.959242971572166,86.75496688741721,0.0,RidgeClassifier,ridge,31,61,8,SMOTE,all,127.71420985898938,86.75496688741721
61.86194440081672,0.0,86.3066538090646,RidgeClassifier,ridge,41,1,58,SMOTE,all,148.1685982098813,86.3066538090646
67.50628239359196,0.0,81.56943105110896,RidgeClassifier,ridge,41,11,48,SMOTE,all,149.0757134447009,81.56943105110896
73.67873409769122,0.22075055187637968,74.66248794599807,RidgeClassifier,ridge,41,21,38,SMOTE,all,148.56197259556566,74.88323849787444
76.36249411025601,25.01839587932303,45.94985535197685,RidgeClassifier,ridge,41,31,28,SMOTE,all,147.3307453415559,70.96825123129989
68.1973456887074,62.17807211184695,3.784956605593057,RidgeClassifier,ridge,41,41,18,SMOTE,all,134.1603744061474,65.96302871744001
58.37717920527721,73.87785136129507,0.0,RidgeClassifier,ridge,41,51,8,SMOTE,all,132.25503056657226,73.87785136129507
72.1670331396262,0.0,76.51880424300867,RidgeClassifier,ridge,51,1,48,SMOTE,all,148.68583738263487,76.51880424300867
78.37874980367519,0.0,68.69575699132112,RidgeClassifier,ridge,51,11,38,SMOTE,all,147.07450679499632,68.69575699132112
84.8947699073347,1.398086828550405,55.36403085824494,RidgeClassifier,ridge,51,21,28,SMOTE,all,141.65688759413004,56.76211768679534
83.96615360452331,36.055923473142016,9.727579556412728,RidgeClassifier,ridge,51,31,18,SMOTE,all,129.74965663407806,45.783503029554744
74.23825977697503,56.43855776306107,0.0,RidgeClassifier,ridge,51,41,8,SMOTE,all,130.6768175400361,56.43855776306107
82.16978168682269,0.0,62.12632594021215,RidgeClassifier,ridge,61,1,38,SMOTE,all,144.29610762703481,62.12632594021215
88.56015391864301,0.0,47.830279652844744,RidgeClassifier,ridge,61,11,28,SMOTE,all,136.39043357148773,47.830279652844744
94.13970472750118,5.59234731420162,22.39633558341369,RidgeClassifier,ridge,61,21,18,SMOTE,all,122.12838762511649,27.988682897615313
88.45021203078373,31.27299484915379,0.0,RidgeClassifier,ridge,61,31,8,SMOTE,all,119.72320687993752,31.27299484915379
91.62478404272028,0.0,39.259884281581485,RidgeClassifier,ridge,71,1,28,SMOTE,all,130.88466832430177,39.259884281581485
97.06690749175436,0.0,18.105110896817745,RidgeClassifier,ridge,71,11,18,SMOTE,all,115.1720183885721,18.105110896817745
98.14865713836973,6.548933038999265,0.0,RidgeClassifier,ridge,71,21,8,SMOTE,all,104.697590177369,6.548933038999265
98.64339563373645,0.0,9.631147540983607,RidgeClassifier,ridge,81,1,18,SMOTE,all,108.27454317472005,9.631147540983607
100.0,0.0,0.0,RidgeClassifier,ridge,81,11,8,SMOTE,all,100.0,0.0
100.0,0.0,0.0,RidgeClassifier,ridge,91,1,8,SMOTE,all,100.0,0.0
73.76119051358567,0.0,74.15621986499518,LGBMClassifier,lightgbm,20,20,60,SMOTE,all,147.91741037858083,74.15621986499518
75.28074446364064,0.0,72.05882352941177,LGBMClassifier,lightgbm,20,25,55,SMOTE,all,147.3395679930524,72.05882352941177
77.06730014135385,0.0,69.57569913211185,LGBMClassifier,lightgbm,20,30,50,SMOTE,all,146.6429992734657,69.57569913211185
79.06196010680068,0.0,66.40549662487946,LGBMClassifier,lightgbm,20,35,45,SMOTE,all,145.46745673168013,66.40549662487946
81.2725773519711,0.14716703458425312,62.66875602700096,LGBMClassifier,lightgbm,20,40,40,SMOTE,all,144.08850041355632,62.81592306158521
79.9709439296372,0.0,64.72999035679847,LGBMClassifier,lightgbm,25,20,55,SMOTE,all,144.70093428643565,64.72999035679847
81.76535259934035,0.0,61.77675988428158,LGBMClassifier,lightgbm,25,25,50,SMOTE,all,143.54211248362193,61.77675988428158
83.78946128474949,0.0,57.79893924783028,LGBMClassifier,lightgbm,25,30,45,SMOTE,all,141.58840053257978,57.79893924783028
85.68595885032198,0.0,53.59209257473481,LGBMClassifier,lightgbm,25,35,40,SMOTE,all,139.2780514250568,53.59209257473481
87.99670174336423,0.07358351729212656,48.19189971070396,LGBMClassifier,lightgbm,25,40,35,SMOTE,all,136.2621849713603,48.26548322799608
85.11858017904822,0.0,54.387656702025076,LGBMClassifier,lightgbm,30,20,50,SMOTE,all,139.50623688107328,54.387656702025076
87.17213758441966,0.0,50.19286403085824,LGBMClassifier,lightgbm,30,25,45,SMOTE,all,137.36500161527792,50.19286403085824
89.20213601382126,0.0,45.11812921890068,LGBMClassifier,lightgbm,30,30,40,SMOTE,all,134.32026523272194,45.11812921890068
91.25176692319774,0.0,39.271938283510124,LGBMClassifier,lightgbm,30,35,35,SMOTE,all,130.52370520670786,39.271938283510124
93.26802261661693,0.0,33.29315332690454,LGBMClassifier,lightgbm,30,40,30,SMOTE,all,126.56117594352145,33.29315332690454
89.89123606093922,0.0,43.24975891996143,LGBMClassifier,lightgbm,35,20,45,SMOTE,all,133.14099498090064,43.24975891996143
91.67975498664991,0.0,38.23529411764706,LGBMClassifier,lightgbm,35,25,40,SMOTE,all,129.91504910429697,38.23529411764706
93.67441495209675,0.0,32.03953712632594,LGBMClassifier,lightgbm,35,30,35,SMOTE,all,125.7139520784227,32.03953712632594
95.22145437411655,0.0,26.19334619093539,LGBMClassifier,lightgbm,35,35,30,SMOTE,all,121.41480056505193,26.19334619093539
96.8803989319931,0.0,19.708293153326906,LGBMClassifier,lightgbm,35,40,25,SMOTE,all,116.58869208531999,19.708293153326906
93.83932778388566,0.0,31.20781099324976,LGBMClassifier,lightgbm,40,20,40,SMOTE,all,125.04713877713543,31.20781099324976
95.2410868540914,0.0,26.20540019286403,LGBMClassifier,lightgbm,40,25,35,SMOTE,all,121.44648704695544,26.20540019286403
96.66247840427202,0.0,20.564127290260366,LGBMClassifier,lightgbm,40,30,30,SMOTE,all,117.22660569453238,20.564127290260366
97.94840584262604,0.0,14.04291224686596,LGBMClassifier,lightgbm,40,35,25,SMOTE,all,111.99131808949201,14.04291224686596
98.93199308936705,0.0,8.413693346190936,LGBMClassifier,lightgbm,40,40,20,SMOTE,all,107.345686435558,8.413693346190936
96.55449976441024,0.0,20.467695274831243,LGBMClassifier,lightgbm,45,20,35,SMOTE,all,117.02219503924147,20.467695274831243
97.75011779487986,0.0,14.959016393442623,LGBMClassifier,lightgbm,45,25,30,SMOTE,all,112.70913418832247,14.959016393442623
98.7278152976284,0.0,9.474445515911283,LGBMClassifier,lightgbm,45,30,25,SMOTE,all,108.20226081353968,9.474445515911283
99.38550337678656,0.0,5.06268081002893,LGBMClassifier,lightgbm,45,35,20,SMOTE,all,104.44818418681547,5.06268081002893
99.82330768022616,0.0,1.5790742526518804,LGBMClassifier,lightgbm,45,40,15,SMOTE,all,101.40238193287804,1.5790742526518804
98.4686665619601,0.0,11.162005785920925,LGBMClassifier,lightgbm,50,20,30,SMOTE,all,109.63067234788105,11.162005785920925
99.17150934506047,0.0,6.557377049180328,LGBMClassifier,lightgbm,50,25,25,SMOTE,all,105.7288863942408,6.557377049180328
99.67410083241715,0.0,2.760366441658631,LGBMClassifier,lightgbm,50,30,20,SMOTE,all,102.43446727407579,2.760366441658631
99.92147008010052,0.0,0.662970106075217,LGBMClassifier,lightgbm,50,35,15,SMOTE,all,100.58444018617574,0.662970106075217
99.97644102403017,0.0,0.09643201542912247,LGBMClassifier,lightgbm,50,40,10,SMOTE,all,100.07287303945928,0.09643201542912247
99.51311449662322,0.0,3.8934426229508197,LGBMClassifier,lightgbm,55,20,25,SMOTE,all,103.40655711957403,3.8934426229508197
99.83705041620857,0.0,1.6152362584378015,LGBMClassifier,lightgbm,55,25,20,SMOTE,all,101.45228667464636,1.6152362584378015
99.94502905607037,0.0,0.3254580520732883,LGBMClassifier,lightgbm,55,30,15,SMOTE,all,100.27048710814366,0.3254580520732883
99.9842940160201,0.0,0.08437801350048216,LGBMClassifier,lightgbm,55,35,10,SMOTE,all,100.06867202952058,0.08437801350048216
99.99803675200252,0.0,0.024108003857280617,LGBMClassifier,lightgbm,55,40,5,SMOTE,all,100.0221447558598,0.024108003857280617
40.19946599654468,2.2810890360559237,95.7810993249759,LGBMClassifier,lightgbm,15,20,65,RandomOverSampler,auto,138.2616543575765,98.06218836103182
39.9854719648186,6.033848417954378,94.37078109932497,LGBMClassifier,lightgbm,15,25,60,RandomOverSampler,auto,140.39010148209795,100.40462951727935
38.79378043034396,13.024282560706402,91.2367405978785,LGBMClassifier,lightgbm,15,30,55,RandomOverSampler,auto,143.05480358892885,104.26102315858489
37.12698288047746,23.178807947019866,85.53519768563163,LGBMClassifier,lightgbm,15,35,50,RandomOverSampler,auto,145.84098851312896,108.7140056326515
34.896733155332186,36.055923473142016,76.03664416586307,LGBMClassifier,lightgbm,15,40,45,RandomOverSampler,auto,146.98930079433725,112.09256763900508
44.58143552693576,2.57542310522443,94.72034715525555,LGBMClassifier,lightgbm,18,20,62,RandomOverSampler,auto,141.87720578741573,97.29577026047997
44.5755457829433,6.254598969830758,93.0930568948891,LGBMClassifier,lightgbm,18,25,57,RandomOverSampler,auto,143.92320164766318,99.34765586471987
43.49772263232292,13.09786607799853,89.57328833172613,LGBMClassifier,lightgbm,18,30,52,RandomOverSampler,auto,146.16887704204757,102.67115440972465
41.526621642845924,24.20897718910964,83.00385728061717,LGBMClassifier,lightgbm,18,35,47,RandomOverSampler,auto,148.73945611257273,107.2128344697268
39.38471807758756,38.18984547461369,71.17888138862102,LGBMClassifier,lightgbm,18,40,42,RandomOverSampler,auto,148.75344494082228,109.36872686323471
48.11528192241244,2.207505518763797,93.50289296046287,LGBMClassifier,lightgbm,21,20,59,RandomOverSampler,auto,143.82568040163912,95.71039847922667
48.47848280194754,7.28476821192053,91.63452266152362,LGBMClassifier,lightgbm,21,25,54,RandomOverSampler,auto,147.3977736753917,98.91929087344415
47.92288361865871,13.833701250919795,87.54821600771456,LGBMClassifier,lightgbm,21,30,49,RandomOverSampler,auto,149.30480087729308,101.38191725863437
45.95963562117167,25.312729948491537,79.82160077145612,LGBMClassifier,lightgbm,21,35,44,RandomOverSampler,auto,151.09396634111934,105.13433071994767
43.313177320559134,41.94260485651214,66.28495660559307,LGBMClassifier,lightgbm,21,40,39,RandomOverSampler,auto,151.54073878266433,108.2275614621052
51.837600125647874,1.692420897718911,92.225168756027,LGBMClassifier,lightgbm,24,20,56,RandomOverSampler,auto,145.7551897793938,93.91758965374592
52.489398460813575,6.990434142752024,90.00723240115718,LGBMClassifier,lightgbm,24,25,51,RandomOverSampler,auto,149.48706500472278,96.9976665439092
51.82189414166798,13.686534216335541,85.33027965284474,LGBMClassifier,lightgbm,24,30,46,RandomOverSampler,auto,150.83870801084828,99.01681386918028
49.966624784042715,27.078734363502576,76.51880424300867,LGBMClassifier,lightgbm,24,35,41,RandomOverSampler,auto,153.56416339055397,103.59753860651124
47.382990419349774,45.18027961736571,61.5115718418515,LGBMClassifier,lightgbm,24,40,36,RandomOverSampler,auto,154.07484187856699,106.6918514592172
31.702528663420765,69.09492273730685,41.95998071359691,LGBMClassifier,lightgbm,15,50,35,RandomOverSampler,auto,142.75743211432453,111.05490345090377
35.55442123449034,70.86092715231787,35.43876567020251,LGBMClassifier,lightgbm,18,50,32,RandomOverSampler,auto,141.85411405701075,106.29969282252038
39.156981309879065,73.43635025754232,29.375602700096433,LGBMClassifier,lightgbm,21,50,29,RandomOverSampler,auto,141.9689342675178,102.81195295763874
42.36492853777289,76.15894039735099,21.950337512054002,LGBMClassifier,lightgbm,24,50,26,RandomOverSampler,auto,140.47420644717786,98.109277909405
80.04358410554421,0.0,67.38187078109932,LGBMClassifier,lightgbm,15,20,65,TomekLinks,auto,147.42545488664354,67.38187078109932
81.43160043976755,0.0,64.7420443587271,LGBMClassifier,lightgbm,15,25,60,TomekLinks,auto,146.17364479849465,64.7420443587271
83.01005182974713,0.0,61.7526518804243,LGBMClassifier,lightgbm,15,30,55,TomekLinks,auto,144.76270371017142,61.7526518804243
84.5767237317418,0.0,58.44985535197685,LGBMClassifier,lightgbm,15,35,50,TomekLinks,auto,143.02657908371864,58.44985535197685
86.55567771320874,0.07358351729212656,54.24300867888139,LGBMClassifier,lightgbm,15,40,45,TomekLinks,auto,140.87226990938225,54.31659219617352
88.51892571069577,0.07358351729212656,49.541947926711664,LGBMClassifier,lightgbm,15,45,40,TomekLinks,auto,138.13445715469956,49.61553144400379
90.50180618815769,0.07358351729212656,44.20202507232401,LGBMClassifier,lightgbm,15,50,35,TomekLinks,auto,134.77741477777383,44.27560858961614
83.9229621485786,0.0,59.75168756027001,LGBMClassifier,lightgbm,18,20,62,TomekLinks,auto,143.67464970884862,59.75168756027001
85.4994502905607,0.0,56.509161041465774,LGBMClassifier,lightgbm,18,25,57,TomekLinks,auto,142.00861133202648,56.509161041465774
87.19373331239201,0.0,52.627772420443584,LGBMClassifier,lightgbm,18,30,52,TomekLinks,auto,139.82150573283562,52.627772420443584
88.82715564630124,0.0,48.72227579556413,LGBMClassifier,lightgbm,18,35,47,TomekLinks,auto,137.54943144186535,48.72227579556413
90.43505575624313,0.0,44.298457087753135,LGBMClassifier,lightgbm,18,40,42,TomekLinks,auto,134.73351284399627,44.298457087753135
92.25302340191614,0.07358351729212656,39.115236258437804,LGBMClassifier,lightgbm,18,45,37,TomekLinks,auto,131.44184317764606,39.188819775729925
94.22608763939061,0.0,32.401157184185145,LGBMClassifier,lightgbm,18,50,32,TomekLinks,auto,126.62724482357577,32.401157184185145
87.63546411182661,0.0,51.470588235294116,LGBMClassifier,lightgbm,21,20,59,TomekLinks,auto,139.10605234712074,51.470588235294116
89.11771634992932,0.0,47.986981677917065,LGBMClassifier,lightgbm,21,25,54,TomekLinks,auto,137.10469802784638,47.986981677917065
90.6058583320245,0.0,43.98505303760849,LGBMClassifier,lightgbm,21,30,49,TomekLinks,auto,134.590911369633,43.98505303760849
92.01154389822523,0.0,39.77820636451302,LGBMClassifier,lightgbm,21,35,44,TomekLinks,auto,131.78975026273824,39.77820636451302
93.59981152819225,0.0,34.79990356798457,LGBMClassifier,lightgbm,21,40,39,TomekLinks,auto,128.39971509617683,34.79990356798457
95.27838856604366,0.0,28.278688524590162,LGBMClassifier,lightgbm,21,45,34,TomekLinks,auto,123.55707709063381,28.278688524590162
96.60358096434742,0.0,22.23963355834137,LGBMClassifier,lightgbm,21,50,29,TomekLinks,auto,118.84321452268878,22.23963355834137
90.52732841212502,0.0,44.21407907425265,LGBMClassifier,lightgbm,24,20,56,TomekLinks,auto,134.74140748637765,44.21407907425265
91.84074132244385,0.0,40.36885245901639,LGBMClassifier,lightgbm,24,25,51,TomekLinks,auto,132.20959378146026,40.36885245901639
93.2130516726873,0.0,35.824493731919,LGBMClassifier,lightgbm,24,30,46,TomekLinks,auto,129.0375454046063,35.824493731919
94.67567143081514,0.0,30.448408871745418,LGBMClassifier,lightgbm,24,35,41,TomekLinks,auto,125.12408030256057,30.448408871745418
95.90073818124706,0.0,25.180810028929606,LGBMClassifier,lightgbm,24,40,36,TomekLinks,auto,121.08154821017666,25.180810028929606
97.05316475577195,0.0,19.901157184185152,LGBMClassifier,lightgbm,24,45,31,TomekLinks,auto,116.9543219399571,19.901157184185152
98.19970158630437,0.0,13.741562198649952,LGBMClassifier,lightgbm,24,50,26,TomekLinks,auto,111.94126378495433,13.741562198649952
6.461049159729856,56.5121412803532,44.985535197685635,LogisticRegression,lr,15,20,65,NearMiss,auto,107.9587256377687,101.49767647803883
6.857625255222239,59.38189845474614,40.959498553519765,LogisticRegression,lr,15,25,60,NearMiss,auto,107.19902226348816,100.34139700826591
7.322915030626668,63.061074319352464,37.054001928640304,LogisticRegression,lr,15,30,55,NearMiss,auto,107.43799127861944,100.11507624799276
7.778388566043663,66.37233259749816,33.44985535197685,LogisticRegression,lr,15,35,50,NearMiss,auto,107.60057651551867,99.82218794947502
8.308465525365163,69.75717439293598,29.77338476374156,LogisticRegression,lr,15,40,45,NearMiss,auto,107.83902468204269,99.53055915667754
8.905292916601224,73.58351729212657,26.09691417550627,LogisticRegression,lr,15,45,40,NearMiss,auto,108.58572438423406,99.68043146763283
9.553164755771949,76.89477557027226,21.96239151398264,LogisticRegression,lr,15,50,35,NearMiss,auto,108.41033184002684,98.8571670842549
8.518533061096276,56.88005886681383,43.99710703953713,LogisticRegression,lr,18,20,62,NearMiss,auto,109.39569896744723,100.87716590635097
8.911182660593687,59.82339955849889,39.85053037608486,LogisticRegression,lr,18,25,57,NearMiss,auto,108.58511259517742,99.67392993458375
9.394141667975498,64.01766004415012,35.90887174541948,LogisticRegression,lr,18,30,52,NearMiss,auto,109.3206734575451,99.9265317895696
10.014528035181405,67.18175128771155,31.931051108968177,LogisticRegression,lr,18,35,47,NearMiss,auto,109.12733043186114,99.11280239667974
